tconst,director_name,writer_name
tt2239078,Philip Gardiner,"Warren Croyle,Joe Micallef,Philip Gardiner"
tt2242025,"Jay Hunter,Glenn GT Taylor,German Abarca Jr.",Adeline Ramage Rooney
tt2243123,"Arvin Chen,Wen-tang Cheng,Mong-Hong Chung,Nien-Jen Wu,Yen-Ping Chu,Te-Sheng Wei,Yu-Hsun Chen,Wi Ding Ho,Kuo-Fu Chen,Toon Wang,Ya-che Yang,Sylvia Chang,Shaudi Wang,Chi-jan Hou,Yu-Chieh Cheng,Tso-chi Chang,Leon Dai,Hsiao-Hsien Hou,Ya-chuan Hsiao,Ko-shang Shen","Chia-Lu Chang,Sylvia Chang,Tso-chi Chang,Arvin Chen,Yu-Hsun Chen,Wen-tang Cheng,Mong-Hong Chung,Chi-jan Hou,Ya-chuan Hsiao,Chi-shiang Lin,Kimmy Liu,Cheng-Da Lu,Hsin-Chih Lu,Ko-shang Shen,Toon Wang,Kelly Yuan-Ling Yang,Ya-che Yang"
tt2250912,Jon Watts,"Stan Lee,Jack Kirby,Joe Simon,Jonathan Goldstein,John Francis Daley,Jon Watts,Christopher Ford,Chris McKenna,Erik Sommers,Steve Ditko"
tt2262227,Jorge R. Gutiérrez,"Jorge R. Gutiérrez,Doug Langdale"
tt2271415,Christopher Nupen,Christopher Nupen
tt2294817,Dick Fontaine,Dick Fontaine
tt2304426,Clio Barnard,"Clio Barnard,Oscar Wilde"
tt2305700,Danny Boyle,"Danny Boyle,Frank Cottrell Boyce"
tt2314348,Jerome Cloutier,Jerome Cloutier
tt2321596,"John Dower,Matthew Evans,William Sinclair,Sallie Aprahamian,Declan O'Dwyer,Stewart Svaasand,Jermain Julien,Steve Hughes,Sarah Walker,Roger Simonsz,Ben Goodger,Andrew Gunn","Bev Doyle,Jonny Kurzman,Debbie Moon,Hannah George,James Whitehouse,Sophie Petzal,Neil Jones,Clare Saxby,Richard Kurti,Matt Sinclair,Kirstie Falkous,Furquan Akhtar,Catrin Clarke,Paul Mousley,Lee Walters,Ed Aldridge,Victoria Asare-Archer,Michelle Gayle,Simon Underwood"
tt2333598,"Juan Carlos Maneglia,Tana Schémbori","Juan Carlos Maneglia,Tito Chamorro,Tana Schémbori"
tt2336507,Motke Dapp,"Paul Armstrong,Motke Dapp,Josh Jones"
tt2341987,James Richards,"Bayden Docking,Naomi Karpati,James Richards"
tt2347134,Sang-il Lee,"David Webb Peoples,Sang-il Lee"
tt2356464,Katja von Garnier,"Kristina Magdalena Henn,Lea Schmidbauer"
tt2372162,"S.J. Clarkson,Matthew Penn,Phil Abraham,Clark Johnson,Tricia Brock,Constantine Makris,Adam Bernstein,Jennifer Getzinger,Allison Anders,Anthony Hemingway,Jodie Foster,Diego Velasco,Nick Sandow,Uta Briesewitz,Erin Feeley,Nicole Holofcener,Mark A. Burley,Julie Anne Robinson,Laura Prepon,Jesse Peretz,Ludovic Littee,Lev L. Spiro,Matthew Weiner,Wendey Stanzler,Daisy von Scherler Mayer,Sian Heder,Michael Trim,Andrew McCarthy,Natasha Lyonne","Liz Friedman,Jenji Kohan,Piper Kerman,Anthony Natoli,Jordan Harrison,Lauren Morelli,Merritt Tierce,Nick Jones,Sian Heder,Heather Jeng Bladt,Kirsa Rein,Rebecca Angelo,Lauren Schuker Blum,Molly Smith Metzler,Sara Hess,Tara Herrmann,Carolina Paiz,Josh Koenigsberg,Brian Chamberlayne,Jim Danger Gray,Hilary Weisman Graham,Marco Ramirez,Alex Regnery,Hartley Voss,Carly Mensch,Tami Sagher,Vera Santamaria,Gary Lennon,Stephen Falk"
tt2388350,"Yan Lanouette Turgeon,Louis Bolduc,Jean-Philippe Duval","Geneviève Baril,Louise Danis,Danielle Trottier"
tt2402207,"Brad Turner,Michael Katleman,Michael Nankin,Jack Bender,Tim Matheson,Nelson McCormick,Jennifer Lynch,Reza Tabrizi,Olatunde Osunsanmi,Hank Steinberg,Mario Van Peebles,Greg Beeman,Mairzee Almas,Anton Cropper,Jonathan Mostow,Bill Roe,Paul Holahan,Jann Turner,Lukas Ettlin,Kenneth Fink,Sergio Mimica-Gezzan,Steven Kane,Bud Kremp,Bobby Roth,Peter Weller","Cameron Welsh,Katie Swain,William L. Rotko,William Brinkley,Steven Kane,Hank Steinberg,Jill Blankenship,Onalee Hunter,Hiram Martinez,Jessica Butler,Nic Van Zeebroeck,Mark Malone,Ira Parker,Richard Arthur,Josh Schaer,Jorge Zamacona,Quinton Peeples,Anne Cofell Saunders,Sarah H. Haught,Sean Cook,Michael Sussman"
tt2404241,Andibachtiar Yusuf,"Swastika Nohara,Andibachtiar Yusuf"
tt2406566,David Leitch,"Kurt Johnstad,Antony Johnston,Sam Hart"
tt2428184,Wade Gasque,Wade Gasque
tt2443822,Craig William Macneill,"Craig William Macneill,Clay McLeod Chapman"
tt2459182,Manoj Maurya,Manoj Maurya
tt2464018,André Pellenz,"Paulo Gustavo,Fil Braz,Rafael Dragaud"
tt2466608,Nizar Sfair,"Maxime Daher,Nizar Sfair"
tt2481480,Raymond De Felitta,Jonathan Fernandez
tt2482654,Chris Di Staulo,"Chris Di Staulo,Kyah Green,Libydo"
tt2494820,Juliane Fezer,"Juliane Fezer,Charlotte Munck,Stefan Beuse"
tt2506748,Brian Skiba,Brian Skiba
tt2514438,"Thomas De Napoli,Ben Sinclair,Katja Blichfeld,Sarah-Violet Bliss","Katja Blichfeld,Michael Cyril Creighton,Ben Sinclair"
tt2515134,Thomas K. Phillips,"Thomas K. Phillips,Tim O'Connell"
tt2523832,Amy S. Weber,Amy S. Weber
tt2586120,Michaël R. Roskam,"Thomas Bidegain,Noé Debré,Michaël R. Roskam"
tt2586134,Jaime Fidalgo,"Jaime Fidalgo,Paco Martínez,Tomás Pozzi"
tt2589178,Doesjka van Hoogdalem,"Najib Amhali,Titus Tiel Groenestege"
tt2593100,Ahmet Sönmez,Nalan Merter Savas
tt2624636,"Rob Klug,Alicia Tanz-Flaum","Paul Bellinger,Michael H. Gavshon,Alan B. Goldberg,Max McClellan,Draggan Mihailovich,Ira Rosen,Gabrielle Schonder,Keith Sharman,Katie Spikes,Alan Weisman"
tt2637956,Manohar Sarvankar,Pratap Gangavane
tt2707408,"Andrés Baiz,José Padilha,Josef Kubota Wladyka,Fernando Coimbra,Gabriel Ripstein,Gerardo Naranjo,Guillermo Navarro","Steve Lightfoot,David Matthews,Chris Brancato,Julie Siege,Dana Calvo,Curtis Gwinn,Carlo Bernard,Doug Miro,Andrew Black,Clayton Trussell,Dana Ledoux Miller,Zachary Reiter,Nick Schenk,T.J. Brady,Rasheed Newson,Jason George,Eric Newman,Allison Abner,Zach Calig,Adam Fierro,Gideon Yago,Ashley Lyle,Bart Nickerson,Santa Sierra,Paul Eckstein,Samir Mehta"
tt2717822,Michael Mann,Morgan Davis Foehl
tt2778874,Mike Montgomery,Mike Montgomery
tt2782710,"Shane Smith,Sokratis Spanos,Koukoulis Konstantinos,Nikolia Apostolou","Reid Cherlin,Thomas Morton,Shane Smith"
tt2791026,Kirk Sullivan,Andrew Poston
tt2797106,Eun-jin Pang,"Jeong-Beom Lee,Jung-Hwa Lee,Eun-Jin Pang,Dong-Sun Shin,Jin-ho Yoon"
tt2798920,Alex Garland,"Alex Garland,Jeff VanderMeer"
tt2818348,Vince Marcello,"Jessica O'Toole,Amy Rardin,Jessica Haas"
tt2837574,David Lowery,"David Grann,David Lowery"
tt2930604,"Justin Ridge,Dave Filoni,Steward Lee,Bosco Ng,Saul Ruiz,Steven G. Lee,Melchior Zwyer,Brad Rau,Sergio Páez","Brent V. Friedman,George Lucas,Henry Gilroy,Dave Filoni,Steven Melching,Matt Michnovetz,Charles Murray,Christopher L. Yost,Simon Kinberg,Carrie Beck,Kevin Hopps,Greg Weisman,Gary Whitta,Bill Wolkoff,Nicole Dubuc,Kiri Hart"
tt2938306,Poochie Rivera,"Clarence Armildez,Ronnel Borja"
tt2960012,Sameer Patel,Elena Fuller
tt2960352,Todd Kipp,Todd Kipp
tt2963090,"Cara E. Brewer,Alex Reyme","Lindsay Lane,Alex Reyme,Ko Wills"
tt2970406,Stefano Bessoni,Stefano Bessoni
tt2991922,Giorgio Amato,Giorgio Amato
tt3004008,"James Peniata,Lily Cheng","Lily Cheng,James Peniata"
tt3012348,Paul Chau,Paul Chau
tt3040964,Jon Favreau,"Justin Marks,Rudyard Kipling"
tt3069086,Jang-ho Lee,Hyun-ji Cho
tt3075596,"Jorge Cardoso,Ricardo Inácio,José Manuel Fernandes,Lourenço de Mello","Francisco Moita Flores,Tiago Alvarez Marques,Jorge Cardoso,Lourenço de Mello,Lúcia Feitosa"
tt3088244,Bojan Stefanovic,"Bojan Stefanovic,Uros Timotijevic"
tt3102156,Michael Chance,Michael Chance
tt3122870,James Richards,"Bayden Docking,Naomi Karpati,James Richards"
tt3174322,"Sébastien Maggiani,Olivier Vidal","Sébastien Maggiani,Olivier Vidal"
tt3181776,Stephen S. Campanelli,"Adam Marcus,Debra Sullivan"
tt3219686,Richard Friedman,Nathan Illsley
tt3239582,"Irwansyah,Didi Riyadi,Reza Rahadian,Teuku Wisnu","Wina Aswir,Ilma Fathnurfirda,Hotnida Harahap,Yunya Larasati,Lily Nailufar Mahbob"
tt3259484,William Cusick,William Cusick
tt3263674,Robert Krause,"Torsten Berg,Robert Krause,Jaron Pazi,Emanuel Rotstein"
tt3268828,Gregg Gelfand,"Paul Greenberg,Jim Lewis"
tt3270412,James Cunningham,"James Cunningham,Timothy Kidd,Karl Wills"
tt3270630,L. Gustavo Cooper,"L. Gustavo Cooper,Jack Twachtman"
tt3281548,Greta Gerwig,"Greta Gerwig,Louisa May Alcott"
tt3282516,Emily Schooley,Emily Schooley
tt3289378,"Ashraf Shishir,Rosa Smith,Ingrid Franchi,George Korgianitis,Stelios Pissas,John Wayne S. III,Ian Bonner,Sahil Hameed,Marty Shea,Kevin Rumley,Nik Rastia,Samantha McNern","Adam Thompson,Ingrid Franchi,Marty Shea,Ian Bonner,Aaron Majewski,Sahil Hameed,Mairtín de Barra,Samantha McNern,Aria Gmitter,Tom Salmon,Leila Steed,Christopher Hart,Cornelia Connors,Ashraf Shishir,Cailin Coane,Mark Heywood,Kevin Rumley,Nik Rastia,Jose Orraca,Cess Black,George Korgianitis,John Wayne S. III,Rosa Smith"
tt3300542,Babak Najafi,"Creighton Rothenberger,Katrin Benedikt,Christian Gudegast,Chad St. John,Seth M. Sherwood"
tt3315342,James Mangold,"James Mangold,Scott Frank,Michael Green,John Romita Sr.,Roy Thomas,Len Wein,Herb Trimpe,Mark Millar,Steven McNiven"
tt3317616,Aldana Vaccaro,Aldana Vaccaro
tt3322312,"Julian Holmes,Marc Jobst,Andy Goddard,Brad Turner,Nick Gomez,Jet Wilkinson,Phil Abraham,Alex Zakrzewski,Jennifer Getzinger,Ken Girotti,Adam Kane,Nelson McCormick,Guy Ferland,Farren Blackburn,Peter Hoar,Jennifer Lynch,Michael Uppendahl,Lukas Ettlin,Sam Miller,Stephen Surjik,Euros Lyn,Alex Garcia Lopez,Steven S. DeKnight,Floria Sigismondi,Toa Fraser","Douglas Petrie,Ruth Fletcher,Christos N. Gage,Stan Lee,Marco Ramirez,Bill Everett,Drew Goddard,Luke Kalteux,Whit Anderson,Sneha Koorse,Tonya Kong,Sarah Streicher,Steven S. DeKnight,Lauren Schmidt,Erik Oleson,Joe Pokaski,John C. Kelley,Mark Verheiden,Jim Dunn,Sam Ernst,Dara Resnik,Tamara Becher,Dylan Gallagher,Sonay Hoffman,Lewaa Nasserdeen,Wally Wood"
tt3336094,"Titus Muntean,Gábor Xantus","Titus Muntean,Gheorghe Racovita,Gábor Xantus"
tt3385516,Bryan Singer,"Stan Lee,Jack Kirby,Simon Kinberg,Bryan Singer,Michael Dougherty,Dan Harris"
tt3431806,Patric Chiha,"Raphaël Bouvet,Patric Chiha,Nicolas Ducray"
tt3483644,Jonathan Rowan,Jonathan Rowan
tt3486834,Mike Donis,Alexander Brovedani
tt3501632,Taika Waititi,"Stan Lee,Larry Lieber,Jack Kirby,Craig Kyle,Christopher L. Yost,Eric Pearson,Greg Pak,Walter Simonson,Carlo Pagulayan"
tt3505714,Belinda Green-Smith,Luke Greensmith
tt3505800,Shôtarô Kobayashi,"Akira Saso,Satoko Okudera"
tt3524356,Simon J. Dutton,Simon J. Dutton
tt3532216,Doug Liman,Gary Spinelli
tt3681238,Esteban Uribe,Esteban Uribe
tt3682770,Mabel Cheung,"Mabel Cheung,Alex Law"
tt3691740,Steven Spielberg,"Melissa Mathison,Roald Dahl"
tt3715300,Mike Elliott,Patricia Harrington
tt3745558,Aaron M. Abelto,Aaron M. Abelto
tt3749900,"Nick Copus,Oz Scott,T.J. Scott,Tim Hunter,Guy Ferland,Wendey Stanzler,Olatunde Osunsanmi,Kenneth Fink,John Stephens,Danny Cannon,Paul A. Edwards,Larysa Kondracki,Maja Vrvilo,Dermott Downs,Erin Richards,Mark Tonderai,Eagle Egilsson,Rob Bailey,Carol Banker,Hanelle M. Culpepper,Nathan Hope,Scott White,Ben McKenzie,Annabelle K. Frost,John Behring,Louis Shaw Milito,Jeffrey G. Hunt,Karen Gaviola,Bill Eagles","Kim Newton,Bruno Heller,Ben Edlund,Bill Finger,Bob Kane,Megan Mostyn-Brown,Tze Chun,John Stephens,Danny Cannon,Ken Woodruff,Robert Hull,Steven Lilien,Bryan Wynbrandt,Seth Boston,Jordan Harper,Rebecca Perry Cutter,Iturri Sosa,Peter Blake,Charlie Huston,Jim Barnes,Ben McKenzie,Chad Fiveash,James Patrick Stoteraux,Rebecca Dameron,Sue Chung,Denise Thé"
tt3783958,Damien Chazelle,Damien Chazelle
tt3816526,Wai-Man Yip,"Yu Lei,Manfred Wong"
tt3835904,Massimo Cappelli,"Massimo Cappelli,Fabio Troiano"
tt3859320,Yony Leyser,"Yony Leyser,Paula Alamillo"
tt3876658,"Elijah Allred,Nicole Beck,Sergio Villegas,Marc Rodriguez,Daniel Hynes,Shelby Liggett,Eboni Ellinger,Jessie Curneal,Kyle Cohen,Connor Lloyd Crews,Oliver Reznik,Austin Petray,Jake Palmer,Lauren Keithley,Patrick Newman,Tyler James,Kelsey Hockmuller,Alex Bugg,Vishnu Vallabhaneni,Michael Gonzalez,Kelly Williams,Marek Mlocek,Dustin Speight,Zak Seeker,Benny Guerra,Michael Gonzalez,Noah Levine,Holly Anderson,J. Evan Parks,Desiree Jackson,Dalton Allen,Thomas Surles,Daniel Romero,Celeste Menchaca,Benny Guerra","Daniel Hynes,Connor Lloyd Crews,Zak Seeker,Dalton Allen,Celeste Menchaca,Jake Palmer,Holly Anderson,Dustin Speight,Sean Corbin,Marc Rodriguez,Noah Killeen,Thomas Surles,J. Evan Parks,Jacob Elkins,Patrick Newman,Daniel Romero,Henry Williams,Blair Kirk,Shelby Liggett,Elijah Allred,Benny Guerra,Michi Huff,Michael Gonzalez,Benny Guerra,Wyatt Miller,Alex Bugg,Kelsey Hockmuller,Tyler James,Lauren Keithley,Marek Mlocek,Austin Petray,Will Thomas,Thomas Weitzel,Jessie Curneal,Eboni Ellinger,Noah Levine,Samuel Oladejo,Matthew Tamayo,Sergio Villegas"
tt3887818,Bastian Meiresonne,Bastian Meiresonne
tt3896100,Enrique Gato,"Jordi Gasull,Javier López Barreira,Neil Landau,Patxi Amezcua,Paco Sáez"
tt4008296,Michael Dollaway,Michael Dollaway
tt4048942,"Michal Gazda,Kasia Adamik,Olga Chajdas,Jan P. Matuszynski","Artur Kowalewski,Kamil Chomiuk,Bartosz Janiszewski,Maciej Maciejewski,Krzysztof Mackowski,Ignacy Michalski,Wojciech Miloszewski,Wiktor Piatkowski,Julie Rutterford,Marta Szymanek,Piotr Szymanek,Katarzyna Tybinka"
tt4067972,Kevin McCarthy,"Mark Gaberman,Harry Friedman,Jim Rhine,Robert McClenaghan,John Duarte,Michele Loud,Billy Wisse,Steve Tamerius"
tt4078074,Alfonso García,Vicente Rubio
tt4080956,Jean-Stéphane Sauvaire,"Nick Saltrese,Billy Moore,Jonathan Hirschbein"
tt4131142,Ric Forster,"Ric Forster,Louna Maroun"
tt4145178,Stevan Riley,"Stevan Riley,Peter Ettedgui"
tt4154118,Jessica Sherry,Jessica Sherry
tt4154664,"Anna Boden,Ryan Fleck","Anna Boden,Ryan Fleck,Geneva Robertson-Dworet,Nicole Perlman,Meg LeFauve"
tt4201422,Ed Ehrenberg,"Axel Melzener,Julia Peters"
tt4276752,Wuershan,"Chia-Lu Chang,Muye Zhang"
tt4319464,Dave Patten,"Dave Patten,David Ricks,Josh West,Razor Rocco Rizzotti"
tt4321754,Nesli Çölgeçen,Nesli Çölgeçen
tt4385236,"Simon Hynd,Morag McKinnon","Bar Ben-Yossef,Erin Carter,Polly Churchill,Peter Hynes,Brian Jordan,Simon Parsons,Dean Wilkinson"
tt4396722,Ted Marcus,Ted Marcus
tt4419214,"Kat Candler,DeMane Davis,Cheryl Dunye,Neema Barnette,Ava DuVernay,Tina Mabry,Salli Richardson-Whitfield,Julie Dash,Amanda Marsalis,Ayoka Chenzira,Tanya Hamilton,So Yong Kim,Victoria Mahoney,Garrett Bradley,Aurora Guerrero,Maryam Keshavarz,Liesl Tommy,Christina Voros,Shaz Bennett,Patricia Cardoso,Christina Choe,Maria Govan,Nijla Mumin,Rachel Raimist,Lauren Wolkstein,Lacey Duke,C. Fitz,Deborah Kampmeier,Carmen Marrón,Stacey Muhammad,Bola Ogun,Tchaiko Omawale,Pratibha Parmar,Numa Perrier,Heidi Saman","Dana Greenblatt,Ava DuVernay,Natalie Baszile,Davita Scarlett,Chloé Hung,Anthony Sparks,Felicia Pride,Jason Wilborn,Mike Flynn,Monica Macer,Kat Candler,Erika L. Johnson,Valerie Woods,Melissa Carter,Tina Mabry,Kay Oyegun,Mimi Won Techentin,Channing Godfrey Peoples,Lisa Morales,Ali Gordon-Goldstein,Denise Harkavy,Valerie Chu,Maria Elena Rodriguez,Alison McKenzie"
tt4447090,Ara Paiaya,"Adam Davidson,Ara Paiaya"
tt4450806,Francisco Márquez,Francisco Márquez
tt4498760,Jon Matthews,Jon Matthews
tt4602554,David Del Rio,"James Andrew Oster,Justin Xavier"
tt4630332,"Trent Waterman,Raymond J. Short,Octavian Mladin,Hugh P. McCann,Christopher Kalt,Savita Kaye,Axel Wolstenholme","Christopher Kalt,Chris Tavener,Paul Hollis,Jud Friedman,Frankie J.,Allan Rich"
tt4653808,"Brooke Purdy,Doug Purdy",Brooke Purdy
tt4695548,"Mehmet Kurtulus,Ayse Ünal","Levent Kazak,Bülent Üstün"
tt4701810,Sander van Dijk,Thomas Meijer
tt4702442,Terence Gordon,Terence Gordon
tt4737784,Thaddäus Reich,Thaddäus Reich
tt4781664,Rob Klug,"Nancy Kramer,Judy Tygard,Kathleen O'Connell,Alex Abramovich,Mike Harvkey"
tt4792480,"Matthieu Donck,Valeria Zunzun","Monia Ayachi,Stéphane Bergmans,Benjamin d'Aoust,Matthieu Donck,Djamel Bennecib"
tt4898282,"David Straiton,Meera Menon,Gregg Simon,Lin Oeding,Roel Reiné,James Roday","James Roland,Nina Fiore,John Herrera,Harrison Weinfeld,Ben Wolf,Daniel Zucker,Alex Ebel,Marc Halsey,John Hlavin"
tt4909070,Hugo Genes,Hugo Genes
tt4916682,Todd Newman,"Dave Navarro,Todd Newman"
tt4953128,"Phil Matarese,Mike Luciano,Dominic Polcino,Wesley Archer","Mike Luciano,Phil Matarese"
tt4964788,Asghar Farhadi,Asghar Farhadi
tt5012644,"Elodie Keene,Leslie Libman,Todd Biermann,Rebecca Thomas,Joseph Kahn,Brian Dannelly","Jennifer Kaytin Robinson,Celeste Ballard,Jared Frieder,Amanda Lasher,M. Scott Veach"
tt5024912,"Kevin Bray,Regina King,Tina Mabry,Liesl Tommy,Nijla Mumin,Pete Chatmon,Mark Sadlek,Maurice Marable,Cecile Emeke,Debbie Allen,Millicent Shelton,Prentice Penny,Rasheena Nash,Kerry Washington,Marta Cunningham,Thembi Banks,Stella Meghie,Melina Matsoukas","Issa Rae,Larry Wilmore,Natasha Rothwell,Christopher Oscar Pena,Ben Cory Jones,Fran Richter,Laura Kittrell,Jen Regan,Amy Aniobi,Syreeta Singleton,Eli Wilson Pelton,Ben Dougan,Dayna Lynne North,Prentice Penny,Regina Y. Hicks,Phil Augusta Jackson"
tt5029630,Alfonso García,Vicente Rubio
tt5099020,"Zsombor Dyga,Áron Mátyássy","Balázs Lovas,Eszter Angyalosy,István Tasnádi,Virág Zomborácz,Roope Lehtinen,Mikko Pöllä,Péter Vancsik,Balázs Lengyel,Oliver Vanice,Gábor Krigler,Márton Bárány"
tt5104902,Barry Avrich,William Shakespeare
tt5104954,"Shelagh O'Brien,Antoni Cimolino",William Shakespeare
tt5117670,Will Gluck,"Will Gluck,Rob Lieber,Beatrix Potter"
tt5122374,Juan Pablo Buscarini,Ramón Salazar
tt5137338,"Delyth Thomas,Chloe Thomas,Sandra Goldbacher,Jim Loach,Daniel O'Hara,Olly Blackburn,Lisa James Larsson,Geoffrey Sax,Tom Vaughan","Daisy Goodwin,A.N. Wilson,Ottilie Wilford,Guy Andrews"
tt5165620,Paul Chau,Paul Chau
tt5192182,Davy Mourier,"Davy Mourier,Lewis Trondheim"
tt5215606,Eric Spade Rivas,Eric Spade Rivas
tt5227746,Victor Danell,"Victor Danell,Christoffer Nordenrot"
tt5281700,Duane Adler,Duane Adler
tt5311514,Makoto Shinkai,"Makoto Shinkai,Clark Cheng"
tt5447962,Shu Lea Cheang,Shu Lea Cheang
tt5493404,Alpgiray M. Ugurlu,Alpgiray M. Ugurlu
tt5501974,Jamie Matson,"Matthew Armstrong,Marc Laidlaw,Anthony Potter"
tt5525846,Lom Harsh,Lom Harsh
tt5528188,Vladimir Lert,"Maksim Dankevich,Sergey Kulybyshev,Vladimir Lert"
tt5623224,"Francisco Márquez,Andrea Testa","Francisco Márquez,Humberto Constantini,Andrea Testa"
tt5649144,Sean Baker,"Sean Baker,Chris Bergoch"
tt5650560,Jack Spring,"Aaron Nelson,Jack Spring"
tt5651844,"Helen Shaver,Martin Wood,Amanda Tapping,Bryan C. Knight,Nick Hurran,Eric McCormack,William Waring,Andy Mikita","Brad Wright,Ashley Park,Pat Smith,Jason Whiting,Ken Kabatoff,S.B. Edwards,Tara Armstrong,Mika Collins,Rebecca Hales,Gillian Muller,Amanda Smith-Kolic,Heath Affolter"
tt5688932,Boots Riley,Boots Riley
tt5690218,Harry Nott,Harry Nott
tt5698140,Beer ten Kate,"Beer ten Kate,Dirk van Pelt,Joep Vermolen"
tt5768208,Pepe Danquart,"Pepe Danquart,Stefan Barth,Katrin Milhahn,Antonia Rothe,Kerstin Gier"
tt5774660,Karim Shaker,"Pablo Schumann,Karim Shaker"
tt5864150,Fran Vidal,Fran Vidal
tt5952138,Stacie Passon,"Mark Kruger,Shirley Jackson"
tt6063742,Luke Mordue,Luke Mordue
tt6097278,Pedro Cabeleira,Pedro Cabeleira
tt6100286,Emmanuel Hamon,"Benjamin Dupas,Emmanuel Hamon"
tt6105098,Jon Favreau,"Jonathan Roberts,Jeff Nathanson,Irene Mecchi,Linda Woolverton"
tt6119504,Fernando Lebrija,"Brandon Broussard,Hudson Obayuwana,Jana Savage"
tt6166196,Kyle Henry,Carlos Treviño
tt6194746,Melanie Laleu,Melanie Laleu
tt6236554,Dan Moss,"David Cecil,Dan Moss"
tt6238084,Dave Patten,"Dave Patten,Josh West,Black Deniro,John Vinson"
tt6241942,Maksim Paramonov,"Maksim Paramonov,Olzhas Zhanaydarov"
tt6245544,Ed Broaddus,"Danny Avelar,Leanne Caldejon,Jevonne Davis,Marquies Drake,Angel Velasquez"
tt6270328,"Pablo De La Torre,Eugene Linkov,Jo Boag","David Witt,John Derevlany,David Evans,Peter Schmidt,Philip R. Smith,Rob Tinkler,Anthony Watt"
tt6319346,Samuel Thivierge,"Paul Ohl,Steve Schmidt,Samuel Thivierge,Kevin B. Smith,Joey Bedard,Jean-Francois Boily"
tt6413760,Bernhard Weber,"Maria Hinterkoerner,Daniel Trauner"
tt6421366,Maciej Zak,Maciej Zak
tt6450804,Tim Miller,"Charles H. Eglee,James Cameron,Josh Friedman,David S. Goyer,Justin Rhodes,Billy Ray,Gale Anne Hurd"
tt6482138,Jack Hunter,Li Xiaolong
tt6528564,C.J. Lazaretti,C.J. Lazaretti
tt6688748,Arnab Bhattacharya,Arnab Bhattacharya
tt6735754,A.L. Vijay,A.L. Vijay
tt6823368,M. Night Shyamalan,M. Night Shyamalan
tt6908854,Claude Lanzmann,Claude Lanzmann
tt6948548,Alex Hardy,Tom Tyrwhitt
tt7013194,Ran Wang,Jingjing Bao
tt7042146,"Jos Humphrey,Kevin Dart,Kenny Park","Steven Melching,Benjamin Townsend,Duane Capizzi,May Chan,Greg Ernstrom,Becky Tinker"
tt7125860,Barry Jenkins,"Barry Jenkins,James Baldwin"
tt7140462,David Codeglia,Trey Nichols
tt7189780,Joel Ferrer,"Joma Labayen,Jeps Gallon"
tt7222086,"Masayuki Kojima,Hitoshi Haga,Shinya Iino,Toshiharu Kudo,Seung Hui Son,Satoshi Mori","Akihito Tsukushi,Keigo Koyanagi,Hideyuki Kurata"
tt7230846,Trent O'Donnell,"Patrick Brammall,Trent O'Donnell,Nina Pedrad,Steve Toltz,Matteo Borghese,Seth Cohen,Amy Pocha,Rob Turbovsky,Adam Zwar,Allison Lyman,Ali Schouten"
tt7284466,"Onat Diaz,Raymund Ocampo,Cathy Camarillo","Carmela Abaygar,Melchor Escarcha,Arlene Tamayo,Jones Castro,Thea Magbanua,Carol Navarro,Edeline Romero,Jose Ruel Garcia,Bridgette Ann Rebuca"
tt7288378,Derrick Fury,Derrick Fury
tt7336774,Sameer Asha Patil,"Mehul Agaja,Sameer Asha Patil"
tt7344644,Emmanuelle Gignac,"Ken Scarborough,Joe Fallon,Andy Yerkes,Guy Toubes,Craig Carlisle,Becky Friedman,Leah Gotcsik,Kerri Grant,Scott Gray,Peter K. Hirsch,Ron Holsey,Laurie Israel,Raye Lankford,Elana Lesser,Laura Numeroff,Corey Powell,Cliff Ruby,Claudia Silver,Ed Valentine,Melanie Wilson LaBracio,Adam Wilson,Noelle Wright"
tt7661932,"Merve Girgin,Nadim Güç","Hande Altayli,Can Cengiz,Elif Erdem,Ceyda Erenoglu,Yûji Sakamoto"
tt7681112,Irene Lusztig,Irene Lusztig
tt7714802,"Dimitri Linder,Salima Glamine","Salima Glamine,Dimitri Linder"
tt7718088,Rightor Doyle,Rightor Doyle
tt7772582,Eliza Hittman,Eliza Hittman
tt7831044,Ava DuVernay,"Ava DuVernay,Twinkie Clark,Jay-Z,No I.D."
tt7888070,Marie Monge,"Romain Compingt,Julien Guetta,Marie Monge"
tt7920978,Onur Saylak,Hakan Gunday
tt7932896,"Osman Sinav,Yusuf Ömer Sinav,Veli Çelik,Murat Onbul,Emre Kabakusak","Erkan Birgören,Deniz Cigal,Nehir Erdem,Sema Ali Erol,Ayse Ferda Eryilmaz,Ceylan Güleç,Seda Çalisir,Mert Özel"
tt7986650,"Tiago Simões,Maria Inês Gonçalves,Marta Sousa Ribeiro,Joana Peralta,Víctor Neves Ferreira",Tiago Simões
tt8101758,Yana Karin,Matisse Rose Haddad
tt8103160,Tuva Novotny,"Anders Frithiof August,Fredrik Backman,Øystein Karlsen,Tuva Novotny"
tt8130968,Sujoy Ghosh,"Oriol Paulo,Sujoy Ghosh,Raj Vasant"
tt8195434,Malaka Dewapriya,Malaka Dewapriya
tt8316274,Miguel Nunes,"Francisco Mira Godinho,Miguel Nunes"
